	id	corpus	sentence	token	complexity	class	ppl_aspect_only
436	3EHIMLB7F7Z6UVNZM7YHUFP2ZBU8HO	bible	The captive exile shall speedily be freed; and he shall not die and go down into the pit, neither shall his bread fail.	captive exile	0.525	3	220596.5
437	3AQN9REUTFG4XL9FDFDL27Y60Y4DYY	bible	There is aromatic resin and the onyx stone.	aromatic resin	0.525	3	11569133.0
438	3GITHABACYLNIC7L9OKTP89VZNC2NP	bible	Like the profane mockers in feasts, they gnashed their teeth at me.	profane mockers	0.5263157894736842	3	519.9693603515625
439	3MYASTQBG7BVOJITM5WRPLV41PNQD8	bible	"""The wings of the ostrich wave proudly; but are they the feathers and plumage of love?"	ostrich wave	0.5277777777777778	3	48.26388168334961
440	3LVTFB9DE5IY03SKOVXZV6Y1EH3QGI	bible	They are corrupt, and have done abominable iniquity.	abominable iniquity	0.5277777777777778	3	16.606483459472656
441	3MVY4USGB6NO9ADS6NM7BIQIBIGISR	bible	Bring no more vain offerings.	vain offerings	0.5277777777777778	3	1310.41064453125
442	3QQUBC64ZEEOJSAIXD5MFY3RCWCNXK	bible	But these, as unreasoning creatures, born natural animals to be taken and destroyed, speaking evil in matters about which they are ignorant, will in their destroying surely be destroyed,	unreasoning creatures	0.5277777777777778	3	176.6216278076172
443	31ANT7FQN82N7D4XO9REIVFBXLU5HK	bible	"Then his father and his mother said to him, ""Is there never a woman among the daughters of your brothers, or among all my people, that you go to take a wife of the uncircumcised Philistines?"""	uncircumcised Philistines	0.5294117647058824	3	10.603104591369629
444	356TQKY9XFX916HN9YC53208L8Z78M	bible	"He said to the king, ""Don't let my lord impute iniquity to me, nor remember that which your servant did perversely the day that my lord the king went out of Jerusalem, that the king should take it to his heart."	impute iniquity	0.5333333333333333	3	138.28390502929688
445	39TX062QX1OHFOH8FUL76K5L7FL3XK	bible	But false prophets also arose among the people, as false teachers will also be among you, who will secretly bring in destructive heresies, denying even the Master who bought them, bringing on themselves swift destruction.	destructive heresies	0.5333333333333333	3	1.9142353534698486
446	3R16PJFTS3RWDK15GPB1QVPPP634KI	bible	I will throw abominable filth on you, and make you vile, and will set you a spectacle.	abominable filth	0.5333333333333333	3	151.74732971191406
447	37MQ8Z1JQEWHUBBZGQT46O7237FY2A	bible	Because I knew that you are obstinate, and your neck is an iron sinew, and your brow brass;	brow brass	0.5333333333333333	3	356.19903564453125
448	362E9TQF2HQLJ541BNSQM47FN7MIG7	bible	Set up a standard in the land, blow the trumpet among the nations, prepare the nations against her, call together against her the kingdoms of Ararat, Minni, and Ashkenaz: appoint a marshal against her; cause the horses to come up as the rough canker worm.	canker worm	0.5357142857142857	3	1834.89990234375
449	3DA79LNS59VAY78OAKKAHHKFUJXT3R	bible	Yahweh of Armies has sworn by himself, saying, Surely I will fill you with men, as with the canker worm; and they shall lift up a shout against you.	canker worm	0.7777777777777777	4	189.9491729736328
450	3KLL7H3EGD1457JCU09RMT9AA9VVHG	bible	The second lot came out for Simeon, even for the tribe of the children of Simeon according to their families.	second lot	0.5357142857142857	3	255.77877807617188
451	3GL25Y6843UI1APILCQM2JER762XMU	bible	to an incorruptible and undefiled inheritance that doesn't fade away, reserved in Heaven for you,	undefiled inheritance	0.5416666666666666	3	5.212184429168701
452	36AZSFEYZ40UEUGQU8ZV0I6CFWQBVG	bible	having been born again, not of corruptible seed, but of incorruptible, through the word of God, which lives and remains forever.	corruptible seed	0.5416666666666666	3	18.526918411254883
453	3K8CQCU3KE19US5SN890DFPK3U6NWR	bible	being only (with meats and drinks and various washings) fleshly ordinances, imposed until a time of reformation.	fleshly ordinances	0.5441176470588235	3	2205.632568359375
454	3DWNFENNE3V120VNY4BPPGPCAH34JJ	bible	But I have used none of these things, and I don't write these things that it may be done so in my case; for I would rather die, than that anyone should make my boasting void.	boasting void	0.55	3	23810.04296875
455	3OREP8RUT2BBWXQV5D090H32SH2GBW	bible	For there are also many unruly men, vain talkers and deceivers, especially those of the circumcision,	vain talkers	0.55	3	8754.740234375
456	344M16OZKIFFDSJ128FUR9IKWQ1NEB	bible	For your hands are defiled with blood, and your fingers with iniquity; your lips have spoken lies, your tongue mutters wickedness.	mutters wickedness	0.5526315789473685	3	23.015871047973633
457	3M0556243SK7J6JXXJZ09R3K8RHFNM	bible	But if her husband forbids her in the day that he hears it, then he shall make void her vow which is on her, and the rash utterance of her lips, with which she has bound her soul: and Yahweh will forgive her.	rash utterance	0.5535714285714286	3	44875.91796875
458	3ECKRY5B1QWLAMZ61FGF7BNLYXGIZW	bible	For if by the trespass of the one, death reigned through the one; so much more will those who receive the abundance of grace and of the gift of righteousness reign in life through the one, Jesus Christ.	righteousness reign	0.5555555555555556	3	2.2937817573547363
459	3VO4XFFP15MF7AHJVST5PTL8FEL7QX	bible	Or does the Almighty pervert righteousness?	pervert righteousness	0.5666666666666667	3	122.75877380371094
460	386T3MLZLNVVJVH3OZRWONQLDUT08F	bible	Harness the chariot to the swift steed, inhabitant of Lachish.	swift steed	0.5666666666666667	3	4262.30322265625
461	3GVPRXWRPHU2QCT0IKOWGRUMO447IU	bible	"Amalek dwells in the land of the South: and the Hittite, and the Jebusite, and the Amorite, dwell in the hill country; and the Canaanite dwells by the sea, and along by the side of the Jordan."""	Canaanite dwells	0.5666666666666667	3	1.9313751459121704
462	3I01FDIL6M8EW0G8KU6QT3X1LJA2D7	bible	The words of a whisperer are as dainty morsels, they go down into the innermost parts.	dainty morsels	0.5666666666666667	3	49.63675308227539
463	3PIOQ99R7YMW2OGNS8UZVR4NIEVNUS	bible	The words of a gossip are like dainty morsels: they go down into a person's innermost parts.	dainty morsels	0.5833333333333334	3	56.13294219970703
464	35JDMRECC499302FF42Z1P9NVEFGEW	bible	"They have made themselves a molten calf, and have worshiped it, and have sacrificed to it, and said, 'These are your gods, Israel, which brought you up out of the land of Egypt.'"""	molten calf	0.5694444444444444	3	139361.265625
465	3QX22DUVOOHQXLKNLXP4EYH6RVUVMP	bible	Yes, when they had made them a molten calf, and said, 'This is your God who brought you up out of Egypt,' and had committed awful blasphemies;	molten calf	0.625	4	21540.572265625
466	3XABXM4AJ15J7OM25XLB3TH3QYQQ82	bible	Those parts of the body which we think to be less honorable, on those we bestow more abundant honor; and our unpresentable parts have more abundant propriety;	abundant propriety	0.5714285714285714	3	349.68017578125
467	3L55D8AUFAXUST31DJIAI1GOFYSYCJ	bible	"Thus says Yahweh, ""In an acceptable time have I answered you, and in a day of salvation have I helped you; and I will preserve you, and give you for a covenant of the people, to raise up the land, to make them inherit the desolate heritage:"	desolate heritage	0.575	3	505.9476623535156
468	3PR3LXCWSFZ3UQ6OW3MHXX8777W9X8	bible	They are as loathsome food to me.	loathsome food	0.575	3	28.427568435668945
469	351S7I5UG9WNO85TG9QLOPVC1YXNJW	bible	I saw also that the house had a raised base all around: the foundations of the side rooms were a full reed of six great cubits.	full reed	0.575	3	709.304443359375
470	3UEBBGULPFOKEW36UKBMNMVEGNAFUE	bible	having a golden altar of incense, and the ark of the covenant overlaid on all sides with gold, in which was a golden pot holding the manna, Aaron's rod that budded, and the tablets of the covenant;	covenant overlaid	0.575	3	1.0704929828643799
471	3NCN4N1H1GHH6P7HSHD4Q1CZTTONBB	bible	or to the mute stone, 'Arise!'	mute stone	0.5789473684210527	3	366599.0625
472	3NFWQRSHVEE19E2BAFM5J7UN7FUGFE	bible	Mourn, as for an only son, most bitter lamentation; for the destroyer shall suddenly come on us.	bitter lamentation	0.5833333333333334	3	2048.435791015625
473	3NOEP8XAU42OMDMVDSIEJN8MCBDPXI	bible	His lips are like lilies, dropping liquid myrrh.	liquid myrrh	0.5833333333333334	3	3803.203125
474	3DZKABX2ZI5DOZ8W88VQB2CUXHQVC7	bible	"""Also take fine spices: of liquid myrrh, five hundred shekels; and of fragrant cinnamon half as much, even two hundred and fifty; and of fragrant cane, two hundred and fifty;"	liquid myrrh	0.6	3	185598.84375
475	3U18MJKL1UM0GUZN6H9Z1LIHBEONCI	bible	You shall hang it on four pillars of acacia overlaid with gold; their hooks shall be of gold, on four sockets of silver.	acacia overlaid	0.5921052631578947	3	42.11483383178711
476	3FULMHZ7OUXR381811OH58HTEBY4MN	bible	"""'This is the law of the trespass offering."	trespass offering	0.5972222222222222	3	178277.03125
477	3D17ECOUOEV9PNWF8100BB1K20731T	bible	"But some of the itinerant Jews, exorcists, took on themselves to invoke over those who had the evil spirits the name of the Lord Jesus, saying, ""We adjure you by Jesus whom Paul preaches."""	itinerant Jews	0.6	3	766.6085815429688
478	3ZQX1VYFTD5GMC9MQKT7EOM3BX88OC	bible	"Yahweh said to me, ""Backsliding Israel has shown herself more righteous than treacherous Judah."	treacherous Judah	0.6	3	239197.328125
479	3X4Q1O9UBHMCMY43GF110OQ80D37OP	bible	All these were reckoned by genealogies in the days of Jotham king of Judah, and in the days of Jeroboam king of Israel.	Jeroboam king	0.6	3	3.305392026901245
480	3D1UCPY6GG9R0NG07M9FQLOSG6D83I	bible	A contemplative psalm.	contemplative psalm	0.6	3	518.7338256835938
481	3BA7SXOG1JQJJP12ICAB8JR8MKS8RL	bible	Now Ornan was threshing wheat.	threshing wheat	0.6	3	127.02054595947266
482	3M47JKRKCX1QX63IQO7DXO0CQXF86O	bible	"For who is this uncircumcised Philistine, that he should defy the armies of the living God?"""	uncircumcised Philistine	0.6052631578947368	4	17.984561920166016
483	302U8RURJZ1WF35NXY44RD66WL4VNP	bible	The oxen likewise and the young donkeys that till the ground will eat savory provender, which has been winnowed with the shovel and with the fork.	savory provender	0.625	4	434.1099853515625
484	3MWOYZD5WVO1PJWQWMIQWLCY0S7NOF	bible	But I say that the things which the Gentiles sacrifice, they sacrifice to demons, and not to God, and I don't desire that you would have fellowship with demons.	Gentiles sacrifice	0.625	4	26.54575538635254
485	3SSN80MU8CONBMPF00D6N6MNI17KXC	bible	"When anyone touches any unclean thing, the uncleanness of man, or an unclean animal, or any unclean abomination, and eats some of the flesh of the sacrifice of peace offerings, which belong to Yahweh, that soul shall be cut off from his people.'"""	unclean abomination	0.625	4	241.28298950195312
486	32204AGAABCLNATH55A5MS60NU7GHC	bible	"Yahweh said to Satan, ""Yahweh rebuke you, Satan!"	Yahweh rebuke	0.6388888888888888	4	21.72193717956543
487	3FBEFUUYRK54GUWXNMRRTF67GLFA6U	bible	For there is an annulling of a foregoing commandment because of its weakness and uselessness	foregoing commandment	0.6388888888888888	4	156629.0625
488	38B7Q9C28G5QBBMSVGDRXKVNA3W69A	bible	Woe to those who decree unrighteous decrees, and to the writers who write oppressive decrees;	oppressive decrees	0.6388888888888888	4	4375.01025390625
489	38XPGNCKHT0ATVVHFTP8S406549V4U	bible	The precious sons of Zion, comparable to fine gold, How are they esteemed as earthen pitchers, the work of the hands of the potter!	earthen pitchers	0.6428571428571429	4	34.34270477294922
490	30ZKOOGW2W6998V0HGFAYJFQ8AY1AM	bible	His undersides are like sharp potsherds, leaving a trail in the mud like a threshing sledge.	threshing sledge	0.65	4	17.992197036743164
491	38DCH97KHH28R5ILW1I2SJQH69KQJM	bible	"Thus says Yahweh: ""For three transgressions of Damascus, yes, for four, I will not turn away its punishment; because they have threshed Gilead with threshing instruments of iron;"	threshing instruments	0.65	4	3.927255153656006
492	3TRB893CSJAOULN5SWOTVFH69RBG7A	bible	"Yet gleanings will be left there, like the shaking of an olive tree, two or three olives in the top of the uppermost bough, four or five in the outermost branches of a fruitful tree,"" says Yahweh, the God of Israel."	uppermost bough	0.65	4	99.19795989990234
493	3H4IKZHALBIJ7YWEV7IDHWCTAI2NN0	bible	"When they heard these things, they held their peace, and glorified God, saying, ""Then God has also granted to the Gentiles repentance to life!"""	Gentiles repentance	0.65	4	6.45728063583374
494	3G57RS03HH5JSN1F5OO7VR9982C522	bible	Blessed be Yahweh forevermore.	Yahweh forevermore	0.6538461538461539	4	11.53167724609375
495	3B623HUYJ4QVK41FX1AGYTW48MB8S9	bible	Wicked people earn deceitful wages, but one who sows righteousness reaps a sure reward.	deceitful wages	0.6666666666666666	4	251.1068115234375
496	3HXK2V1N4KFH8KQZMK7YZO0YYBPG2U	bible	Behold, I am against those who prophesy lying dreams, says Yahweh, and do tell them, and cause my people to err by their lies, and by their vain boasting: yet I didn't send them, nor commanded them; neither do they profit this people at all, says Yahweh.	vain boasting	0.6666666666666666	4	189.78187561035156
497	3KI0JD2ZU1IMXSYZGJF7JO4HFD9760	bible	but in the hidden person of the heart, in the incorruptible adornment of a gentle and quiet spirit, which is in the sight of God very precious.	incorruptible adornment	0.6666666666666666	4	14.583237648010254
498	3NRZ1LDP7W6DR8MAEA6ZG8OXKBBPZF	bible	but while people slept, his enemy came and sowed darnel weeds also among the wheat, and went away.	darnel weeds	0.6666666666666666	4	4117.09375
499	3S829FDFT21FXGJ58JRJJTRXYSAXDC	bible	You were the anointed cherub who covers: and I set you, [so that] you were on the holy mountain of God; you have walked up and down in the midst of the stones of fire.	anointed cherub	0.6666666666666666	4	162.71775817871094
500	3ZC62PVYDHATVMOMZJSVD0UPEAMXXE	bible	The children of the Levites bore the ark of God on their shoulders with the poles thereon, as Moses commanded according to the word of Yahweh.	poles thereon	0.7	4	4856.50048828125
501	337F8MIIMZDU0UU1CW1J7BAGB8W40B	bible	They each took his censer, and put fire in them, and laid incense thereon, and stood at the door of the Tent of Meeting with Moses and Aaron.	incense thereon	0.7	4	26.829004287719727
502	3PGQRAZX02KAZASXA58AX6K611ESY7	bible	You shall prepare a meal offering with it morning by morning, the sixth part of an ephah, and the third part of a hin of oil, to moisten the fine flour; a meal offering to Yahweh continually by a perpetual ordinance.	perpetual ordinance	0.7236842105263158	4	263.6210021972656
503	3N7PQ0KLI5P89OQRKPVFIVKER9AE3M	bible	neither to pay attention to myths and endless genealogies, which cause disputes, rather than God's stewardship, which is in faith--	endless genealogies	0.7361111111111112	4	8013.14111328125
504	3NFWQRSHVEE19E2BAFM5J7UN7FVFGE	bible	Because you have had a perpetual enmity, and have given over the children of Israel to the power of the sword in the time of their calamity, in the time of the iniquity of the end;	perpetual enmity	0.75	4	41643.7890625
505	3D7VY91L65XBO7MHGGY4DMNZO4QMBO	biomed	We have found similar values for Plg-/- mice in a 50%B6:50%129 background (J. Hoover-Plow, A. Shchurin, and E. Hart, unpublished results).	similar values	0.02777777777777779	1	1032.993896484375
506	3NZ1E5QA6Z1DG01BOHHIWKCD290B5N	biomed	Our results and the sequences we provide will facilitate future global studies of the mechanisms and dynamics of olfactory receptor gene expression.	global studies	0.07500000000000001	1	1473.1629638671875
507	3XUSYT70IT170QDU572CAF4MOM10DY	biomed	Although great effort was put forth to eliminate non-donor region direct genetic effects, other factors such as maternal genotype (maternal genotype for each congenic versus control dams differed) and environmental effects could confound our results.	other factors	0.07500000000000001	1	533.311767578125
508	3S1WOPCJFGTJU2SGNAN2Y213N78JEH	biomed	Complex traits, such as polygenic growth and obesity are influenced by the small to moderate direct effects of quantitative trait loci (QTL), epistasis between QTL alleles, environmental perturbations and QTL-environment interactions.	direct effects	0.08333333333333331	1	2493.982666015625
509	3RBI0I35XE36FT7IKQ79PYCU9MQY3Y	biomed	As known from the frequent human vWF-syndrome or other haemostatic diseases, small defects often are clinically silent and do not result in physiological changes under normal conditions.	normal conditions	0.09999999999999998	1	4.258437156677246
510	32CAVSKPCEPTOH9YNLW1YKRKFE31UD	biomed	It is possible that a reduction in systemic energy utilization, related to the mitochondrial dysfunction, leads to increased fat mass and weight gain in the PGC-1α-/- mice.	weight gain	0.09999999999999998	1	35.25197982788086
511	3HRWUH63QU2FH9Q8R7MRNFC7JYEN5O	biomed	The aim in the present study was to determine the location of pendrin and the cause of deafness in Slc26a4-/- mice.	present study	0.09999999999999998	1	53.177276611328125
512	3D5G8J4N5A4UAGA7UUQG0CCYL42VT4	biomed	Such contrast enhancement may rest in large part on the particular properties of dendrodendritic synapses between the principal output neurons (mitral cells) and local inhibitory neurons (granule cells) of the olfactory bulb.	large part	0.09999999999999998	1	77.12875366210938
513	3K3IX1W4S6RCQ0E22IQ0ZFXOBRGPAS	biomed	In large part, this has been due to the lack of inhibitors capable of specifically down-regulating the calpains without affecting other proteases.	large part	0.1111111111111111	1	2012.694580078125
514	38RHULDV9YFHGRU1QSW887T3HWOWIY	biomed	A recent study by Yoshioka et al. [     47] showed that misexpression of      Fgf9 in chick nephrogenous mesenchyme led to the expansion of gonadal marker gene expression, implicating      Fgf9 in gonadal cell proliferation across species.	recent study	0.09999999999999998	1	1196.404541015625
515	3YGYP1364194MWO6OEZUQGH3BG3RN6	biomed	Over 30 QTL have been identified in various experiments [1,2].	various experiments	0.09999999999999998	1	279.193115234375
516	3NBFJK3IOHIVFRF49I5V6131ZHXOGM	biomed	A simple bud-like structure initiates the formation of many organs, including lungs, spinal cord, mammary glands, and hair follicles [1].	spinal cord	0.1111111111111111	1	1001.2353515625
517	3KA7IJSNW65H9AJU8WQWUQHUT91PBN	biomed	The possibility has been raised that motor neurons may retrogradely transport NT-3 in muscle to the spinal cord (Chen and Frank 1999).	spinal cord	0.2222222222222222	2	23.004505157470703
518	39O6Z4JLX2X1RXJRZ4RDPFX4Y0PXVO	biomed	They found that in the spinal cord of Er81 KO mice, ventral projections of proprioceptive axons were mostly absent, and very few axons made it to the ventral cord.	spinal cord	0.3055555555555556	2	25305.58984375
519	336OE47KI2KM2XE1PZVRNWJXPYKVWU	biomed	Few studies of LCA animal models have extended their examination of retinal pathology to the ultrastructural level.	Few studies	0.1111111111111111	1	749.0286865234375
520	3MQY1YVHS3KLH3IO6YFKYD91IZ92BD	biomed	These data add a new dimension to the complexity of the regulation of the glycolytic pathway, in particular in the CNS, where glycolysis plays a major role in supplying energy and where the proteasome machinery may play a critical role in modulating components of the energy supply machinery [43].	major role	0.13235294117647056	1	9.573335647583008
521	32ZCLEW0BZKNRTH6WO3DSE071EAPJ8	biomed	These transcripts could give rise to defective calpain small subunits with 10-30 inappropriate C-terminal acids, which might be sufficient to support a low level of calpain activity.	low level	0.15000000000000002	1	452.2276611328125
522	3QGHA0EA0J07TJGVKI4RMKPQM64WBP	biomed	In HD patients and in accurate genetic replicas, HD CAG knock-in mice, the dominant mutation specifically affects the major population of neurons in the striatum, without impairing huntingtin's essential activities in embryonic development [50-53].	essential activities	0.15000000000000002	1	200.0994110107422
523	3RWB1RTQDJNY7CLN5K6M3ORTL3G8P7	biomed	Several studies have used pharmacological manipulations to investigate the contribution of dopamine receptor subtypes in various stages of associative learning [1,2,14].	Several studies	0.16176470588235292	1	138.62881469726562
524	3HUR21WDDUPIVREW4FEXWE1YGHRXYX	biomed	These results suggested that there might be a different mechanism of motor function between swimming and the rotating rod task.	motor function	0.175	1	2185.206298828125
525	3X4Q1O9UBHMCMY43GF110OQ80EEO7J	biomed	First, the disease may be a result of haploinsufficiency at ITPR1; this concept is consistent with the observation that heterozygous deletion leads to a later onset disorder in humans, whereas homozygous deletion in mice leads to an early onset disorder, able to be expressed within the much shorter life span of the mouse.	life span	0.1764705882352941	1	83.17910766601562
526	39KMGHJ4RZAD16C0TVEHV8K3UXS005	biomed	Therefore, TGFβ and BMP signaling are playing distinct but necessary roles to maintain articular cartilage.	necessary roles	0.1805555555555556	1	266.0070495605469
527	3W1K7D6QSBHBNEL0V5OYLOJ8388BZU	biomed	Huntingtin's large number of diverse cytoplasmic and nuclear protein binding partners strongly suggest that huntingtin may participate in a variety of cellular processes that range from trafficking of growth factor complexes to gene transcription (reviewed in [5,8,9].	large number	0.19117647058823528	1	4533.642578125
528	3MJ28H2Y1E8XZUQKSMM424CC98JO54	biomed	The different lines examined, however, are very likely to differ genetically from CAPAN-1 cells not only at the BRCA2 locus, but also at a very large number of additional loci.	large number	0.2666666666666667	2	6.978092670440674
529	33NOQL7T9OZSLGNTST4OUMT7V2NZ8J	biomed	Since virtually all M-opsin-expressing cells are localized at the outer edge of the ONL by P28 in the rd7 mutant (Figure S8), any increase in M-opsin transcript in the mutant must have occurred in cells in that location.	outer edge	0.1944444444444444	1	150.5447235107422
530	3QQUBC64ZEEOJSAIXD5MFY3RCXONXY	biomed	However, it is noteworthy that the low statistical threshold and small number of animals per group could lead to some false positive results.	positive results	0.19642857142857145	1	6.987008094787598
531	3MVY4USGB6NO9ADS6NM7BIQIBJSIS5	biomed	To date, very few genes have been reported that show species specific alternative splice variants.	few genes	0.19642857142857145	1	1.6997753381729126
532	3S1L4CQSFX50ZNP8OFUVNLJK9LTFAF	biomed	A genome database search revealed orthologs of ADAM11, ADAM22 and ADAM23 genes to exist in vertebrates such as mammals, fish, and amphibians, but not in invertebrates.	database search	0.2	1	307.4102783203125
533	3B9XR6P1WEVLNZGWDJLCXUVIKAVJBH	biomed	The pathogenesis of the wide range of metabolic disturbances in MCAD deficiency is poorly understood and certain aspects of patient management are controversial.	wide range	0.21666666666666667	2	21504.529296875
534	34R0BODSP1ZBN3DVY8J8XSIY56D5EH	biomed	Although this property may be a major contributor to the maintenance of lens clarity, the early changes in the alphaA/BKO lenses indicate a much broader cellular function for alpha-crystallin.	major contributor	0.2222222222222222	2	472.6628723144531
535	3HXCEECSQMT70MEB5X2ITZH9OHPZYW	biomed	At present, there is no obvious explanation for this result.	obvious explanation	0.2222222222222222	2	344.1235046386719
536	3XEDXEGFX3OFEWJ4XOOZESZC8VY0KB	biomed	Mice with Shh overexpression died less than 24 h after birth, probably owing to respiratory failure.	respiratory failure	0.2222222222222222	2	449.15948486328125
537	3IVKZBIBJ09ODF28054MB6P3B6DHSB	biomed	By this stage, cholesterol levels were already lower and its immediate precursor, 7-DHC, elevated in the lungs (this study) as well as in the whole body [16,17].	whole body	0.22368421052631576	2	453.8502502441406
538	36FFXPMST9O9FNAFTONDR1F2EHAHOE	biomed	Once committed, a small cluster of epithelial cells, the placode, instructs a group of underlying mesenchymal cells to condense and form the nascent dermal papilla, which will be a permanent fixture of the hair follicle.	hair follicle	0.225	2	160.728515625
539	3X55NP42EOGC6FFHT3BQC7JI5HO3PA	biomed	In obese patients, skeletal muscle has been observed to have reduced oxidative capacity, increased glycolytic capacity, and a decreased percentage of type I fibers (Hickey et al. 1995; Tanner et al. 2002).	obese patients	0.23214285714285715	2	1282874.0
540	3WUVMVA7OB3644G8PRO2QDZ2LQNAZY	biomed	Dual color imaging of several GFP variant proteins is a very attractive prospect and has become a standard procedure in cell biology [7,8].	color imaging	0.23214285714285715	2	3893.794189453125
541	3S829FDFT21FXGJ58JRJJTRXYTMDX6	biomed	Human patients present with hypoglycemia, hypoketonemia, and nonketotic organic aciduria precipitated by fasting, most frequently during the first 24 mo in life [1].	Human patients	0.2333333333333333	2	9371.7880859375
542	3FBEFUUYRK54GUWXNMRRTF67GMQ6A3	biomed	It is interesting that the SOX9 transcription factor continues to be expressed in mutant cartilage despite loss of Col2a1, a direct target of this transcription factor (Bell et al. 1997; Lefebvre et al. 1997).	direct target	0.234375	2	494.2066955566406
543	37S0QRNUFBGD1KM6J34BH2W3WTG88N	biomed	These data evidence a key role for p150CAF-1 during pre-implantation development, and reveal that this protein is required for the proper 3-D organization of heterochromatin within embryonic cell nuclei.	key role	0.25	2	385.0671691894531
544	3S1L4CQSFX50ZNP8OFUVNLJK9LTAFA	biomed	Having excluded a direct role in vesicle formation and membrane fusion, annexin A7 might act by its property as Ca2+-binding protein [17].	direct role	0.234375	2	474.5782470703125
545	356ZPKYPUHHDMIC5IO4G21FVEIJYPB	biomed	Aqp2F204V/F204V mice have dramatically increased urine production, in some cases producing an amount of urine in 24 h that exceeds their body weight, compared to their heterozygous or wild-type littermates.	body weight	0.2352941176470588	2	4.66692590713501
546	322ZSN9Z5GKVG3RSAYPTRMCL8K5T4Q	biomed	Sam68 protein expression was observed throughout the developing mouse embryo, in keeping with previous reports that identified the Sam68 mRNA to be widely expressed [38].	previous reports	0.2361111111111111	2	9.078240394592285
547	3NFWQRSHVEE19E2BAFM5J7UN7G6GFS	biomed	Although this property may be a major contributor to the maintenance of lens clarity, the early changes in the alphaA/BKO lenses indicate a much broader cellular function for alpha-crystallin.	early changes	0.2380952380952381	2	7798.51025390625
548	3WRKFXQBOB7L5WP15TEWT4EJS4OYIZ	biomed	Relevant to gene therapy, recent problems with gene therapy in humans highlight the importance and critical need of animal models of genetic diseases for preclinical studies.	critical need	0.25	2	644.6213989257812
549	30P8I9JKOILSPEZHTY8IXW6K51G5VN	biomed	Past experiments seeking to explore the possible involvement of dopamine D2Rs in associative learning have utilized low to moderate doses of drugs [2,5,6] and site-specific administration [7,9] in order to avoid the confounding effect that locomotor disruption associated with acute D2R blockade can have on learning performance in rodents.	Past experiments	0.25	2	50140.6328125
550	31J7RYECZLQQ5RM4E7407XV12NA1LJ	biomed	Preliminary data (Wangemann et al., unpublished) support a role for pendrin in HCO3 - secretion into endolymph.	Preliminary data	0.25	2	63.80949020385742
551	304QEQWKZPKY4N4JVGGSL9GLS08O0J	biomed	In MD rat, early death is caused by the dysfunction of the brain stem which is essential for autonomic control of respiration during hypoxia [24].	early death	0.25	2	1671.50732421875
552	3M7OI89LVYOS99TV70NIZAWVGPB6C5	biomed	The initial reports of patients with ESCS attributed the unusual ERG to an abnormally functioning rod photoreceptor system with persistent activity under light adaptation [6–8].	initial reports	0.25	2	1383.382568359375
553	3J94SKDEKIP6VXZV2D8ORA0D5UCD5W	biomed	Similar observations have been made in type 2 diabetic patients (Lillioja et al. 1987; Hickey et al. 1995).	diabetic patients	0.25	2	38.73744201660156
554	3D1UCPY6GG9R0NG07M9FQLOSG7O38Q	biomed	In MRL/Mp mice, the presence of the lpr gene accelerates the development of high level and broad-spectrum auto-Ab production and lethal glomerulonephritis, in addition to marked lymphoproliferative disease.	high level	0.25	2	1114.8792724609375
555	3DFYDSXB2W00JYP2DA272KN69V2JUY	biomed	The adult heterozygous females showed a mild tendency toward increased urinary output and water intake and decreased urine osmolality.	mild tendency	0.26388888888888884	2	149.5027313232422
556	3XDSWAMB22SLJRCFM91G5FDMGQNCQ8	biomed	Neurotrophin-3 (NT-3) is a key requirement for the development of proprioceptive inputs to motor neurons (Chen and Frank 1999; Chen et al. 2003).	key requirement	0.26388888888888884	2	65.69910430908203
557	3JVP4ZJHDPSO81TGXL3N1CKZGR90I0	biomed	To identify molecules essential in ES cells for these properties, several groups have utilized transcriptome analyses to identify genes specifically expressed in ES cells and early embryos.	several groups	0.26388888888888884	2	715.4244384765625
558	3SZYX62S5G0QEOYLB052RIQHJJ957V	biomed	Immunoblots of protein extracts from stable cell lines showed that MDCK cells recapitulate the glycosylation defect seen in mutant mice (unpublished data).	unpublished data	0.26388888888888884	2	31.246313095092773
559	3L1EFR8WWT5MU4F3W9GVRQ8033B9FU	biomed	Although we have tried to monitor the expression of L-Sox5 or Sox6 in postnatal articular cartilage, and test the phosphorylation state of SOX9 using previously described reagents (Lefebvre et al. 1998; Huang et al. 2000), we have been unable to obtain specific signal at the late postnatal stages required (unpublished data).	unpublished data	0.2894736842105263	2	47.77782440185547
560	3SNR5F7R92TNZR8A5S22M1M3ASJIE4	biomed	In support of this view are several studies demonstrating that the disruption of dopamine signaling via acute blockade of dopamine receptors with dopamine receptor antagonists [3-9] or 6-OHDA lesions [1,10,11] do not disrupt phase 1, the palatability or primary reinforcing characteristics of a natural reinforcer (e.g. palatability) but disrupt phase 2, the formation of incentive salience.	several studies	0.2647058823529411	2	22.179855346679688
561	3LN50BUKPVBTMJ56Z9FQ8TDZ53FLP6	biomed	However, using homologous recombination in ES cells to generate mutant mice is an inefficient, slow and expensive method because (i) homologous recombination typically occurs at low frequency in ES cells, requiring sophisticated selection schemes and screening of hundreds of clones to identify the desired mutant; (ii) large (15–20 kb) plasmids, often difficult to clone, are required to increase targeting efficiency and (iii) breeding mice to homozygosity and housing a mouse colony generate further delays and costs.	low frequency	0.2647058823529411	2	20.41557502746582
